"IO_ID","Address","OccupantName","StructureName","PropUseType","PropUseTypeDescription","InspectionType_Full","LatestInspDate","InspWithinLastYear","address_id","lon","lat"
"161038","18981 Livernois","Naturally Beautiful Nappy Hair Salon","Naturally Beautiful Nappy Hair Salon","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","12/8/2022 13:00:01","Yes","352677","-83.141905","42.43069"
"160937","17440 Lahser","Genie Hookall",,"UUU"," Undetermined","ANNUAL Mercantile Occupancy","12/8/2022 12:45:46","Yes","352324","-83.257552","42.418506"
"160981","9400 Conner","B P","BP","571"," Service Station, Gas Station","ANNUAL Gas Station","12/8/2022 12:43:10","Yes","227318","-82.991341","42.399781"
"161015","20100 John R","FIRE EQUIPMENT CO INC",,"800"," Storage - Other","ANNUAL Storage Occupancy","12/8/2022 12:41:57","Yes","376378","-83.102367","42.442291"
"161057","3554 West Vernor","SICILY'S PIZZA",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","12/8/2022 12:37:35","Yes","241192","-83.087676","42.323655"
"153780","2022 East Eight Mile","RAINBOW #736",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","12/8/2022 12:15:52","Yes","292686","-83.081262","42.446256"
"161037","18945 Livernois","Happy to be Nappy","Happy to be Nappy","000"," Property Use - Other","ANNUAL Business Occupancy","12/8/2022 12:15:45","Yes","352664","-83.141891","42.430196"
"161004","14201 West Seven Mile","KFC/FQSR, LLC dba KBP Foods","KFC","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","12/8/2022 12:00:00","Yes","220203","-83.185489","42.43061"
"147480","1980 East Eight Mile","Belmont Menswear Big & Tall","Belmont Center","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","12/8/2022 11:58:00","Yes","292683","-83.081262","42.446256"
"160969","4415 West Vernor","Citgo Gas Station","Citgo","571"," Service Station, Gas Station","ANNUAL Gas Station","12/8/2022 11:53:01","Yes","218339","-83.095911","42.319793"
"161036","18951 Livernois","Skin Bar VII","Skin Bar VII","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","12/8/2022 11:45:15","Yes","22326","-83.141786","42.43025"
"116246","17750 Fenkell","KFC/FQSR, LLC dba KBP Foods","KFC","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","12/8/2022 11:30:00","Yes","131946","-83.217533","42.401488"
"161035","16342 West McNichols","PRINCESS SUPERETTE",,"UUU"," Undetermined","ANNUAL Business Occupancy","12/8/2022 11:00:37","Yes","64295","-83.208767","42.416042"
"160967","220 Bagley","The Michigan Building","Michigan Building","500"," Mercantile, Business - Other","ANNUAL High Rise","12/8/2022 10:31:36","Yes","12926","-83.053382","42.334798"
"161001","18303 Joy Road","KFC","KFC","161"," Restaurant or Cafeteria","ANNUAL Business Occupancy","12/8/2022 10:00:00","Yes","439550","-83.219478","42.357505"
"160211","11603 East Seven Mile","SEVEN MILE & HOOVER GAS AND MORE INC.","SUNOCO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","12/8/2022 09:42:41","Yes","350796","-83.004285","42.434772"
"160978","17111 Harper","Cadieux Gas Mart/ BP-AMOCO GAS STATION","Nour Petro Mart /BP gas Station","571"," Service Station, Gas Station","ANNUAL Business Occupancy","12/8/2022 09:38:24","Yes","323448","-82.936393","42.416893"
"160872","2030 Park","The Restaurant Opportunities Center","Cliff Bells","100"," Assembly - Other","ANNUAL Assembly Occupancy","11/8/2022 21:11:54","Yes","18687","-83.052593","42.33687"
"160839","5001 Trumbull","MOBIL GAS","MOBIL GAS STATION","571"," Service Station, Gas Station","ANNUAL Mercantile Occupancy","11/8/2022 20:44:41","Yes","46472","-83.079389","42.352266"
"160825","377 South Schaefer","MOTOR CITY TRUCK PLAZA LLC.","MARATHON GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","11/8/2022 20:15:15","Yes","7492","-83.165023","42.287978"
"160822","335 South Schaefer","SUBWAY","FUEL MART OF AMERICA INC. BP GAS STATION","161"," Restaurant or Cafeteria","ANNUAL Gas Station","11/8/2022 19:49:36","Yes","346845","-83.165899","42.28871"
"160867","19854 Woodward","SUNOCO",,"571"," Service Station, Gas Station","ANNUAL Gas Station","11/8/2022 19:43:21","Yes","50948","-83.119224","42.439007"
"160820","2801 South Schaefer","RJ PETRO MART / CITGO GAS","CITGO GAS","571"," Service Station, Gas Station","ANNUAL Mercantile Occupancy","11/8/2022 19:36:31","Yes","348867","-83.143516","42.276082"
"160865","14511 Wyoming","SPEEDY FOOD MART","Speedy Gas Station","571"," Service Station, Gas Station","ANNUAL Gas Station","11/8/2022 18:11:54","Yes","85887","-83.15978","42.39553"
"160864","15000 Seven Mile","Afro Centric Discount Center",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","11/8/2022 17:59:05","Yes","351687","-83.194113","42.430896"
"159181","15444 West Seven Mile","SAFIEDINE SERVICE/MOBIL GAS","MOBIL GAS STATION & MNH REPAIR SHOP","571"," Service Station, Gas Station","ANNUAL Gas Station","11/8/2022 17:39:04","Yes","67695","-83.199246","42.430832"
"160891","13901 Wyoming","Sunoco Gas Station","Sunoco Gas Station","571"," Service Station, Gas Station","ANNUAL Gas Station","11/8/2022 17:28:09","Yes","215675","-83.159561","42.388782"
"160565","13600 Fenkell","AMC Petro. (B. P. GAS)","BP Gas","571"," Service Station, Gas Station","ANNUAL Gas Station","11/8/2022 16:58:05","Yes","87534","-83.179603","42.40241"
"152168","125 West Eight Mile","CARZ AUTO SALES","CARZ AUTO SALES","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Business Occupancy","11/8/2022 16:15:11","Yes","535255","-83.104606","42.446613"
"160151","11846 Conner","ROSE FUEL INC/ MOBIL GAS","MOBILE GAS","571"," Service Station, Gas Station","ANNUAL Gas Station","11/8/2022 16:12:11","Yes","247306","-83.005217","42.411378"
"160999","2601 West Davison","KFC/FQSR, LLC dba KBP Foods","KFC #F428122","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","11/8/2022 16:00:00","Yes","40496","-83.122186","42.392529"
"149979","2020 East Eight Mile","KID'S FOOTLOCKER 46763",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","11/8/2022 15:59:09","Yes","292685","-83.081262","42.446256"
"160885","8935 West Eight Mile","ALLIANCE MOTORS LLC",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","11/8/2022 15:30:59","Yes","19274","-83.161167","42.445422"
"160998","2716 West Grand Boulevard","KFC/FQSR, LLC dba KBP Foods","KFC (Kentucky Fried Chicken)","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","11/8/2022 15:00:00","Yes","54198","-83.086142","42.365021"
"160997","3785 Gratiot","KFC/FQSR, LLC dba KBP Foods","KFC","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","11/8/2022 14:00:00","Yes","349122","-83.024361","42.364971"
"147425","2010 East Eight Mile","Beauty Hair & Wig","Belmont Shopping Center","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","11/8/2022 13:58:12","Yes","292684","-83.081262","42.446256"
"114167","2257 Waterman","Mobil","Mobil","571"," Service Station, Gas Station","ANNUAL Gas Station","11/8/2022 13:55:02","Yes","39421","-83.116814","42.315348"
"160890","19000 Joy","U-HAUL COMPANY","U-Haul","800"," Storage - Other","ANNUAL Storage Occupancy","11/8/2022 13:40:10","Yes","215509","-83.226884","42.358019"
"146926","2000 East Eight Mile","DTLR Store #3057","Belmont Shopping Center","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","11/8/2022 12:52:45","Yes","348563","-83.080963","42.446362"
"160889","19001 Joy","U-HAUL COMPANY","U-Haul Company","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","11/8/2022 12:04:43","Yes","215489","-83.226814","42.357303"
"160996","9041 Chalmers","KFC/FQSR, LLC dba KBP Foods","KFC","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","11/8/2022 12:00:00","Yes","232322","-82.965162","42.405058"
"160811","15455 Gratiot","CVS PHARMACY #8134","CVS","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","11/8/2022 11:24:38","Yes","225354","-82.969673","42.449405"
"160995","2600 East Eight Mile","KFC/FQSR, LLC dba KBP Foods",,"UUU"," Undetermined","ANNUAL Business Occupancy","11/8/2022 11:00:00","Yes","285858","-83.07614","42.446796"
"160834","1431 Washington Boulevard","PCI INDUSTRIES","Detroit City Club Apartments","UUU"," Undetermined","ANNUAL High Rise","11/8/2022 10:50:12","Yes","10625","-83.051689","42.334157"
"160809","15415 Gratiot","ALDI","Aldi","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","11/8/2022 10:18:19","Yes","351828","-82.970461","42.448787"
"160994","15700 East Eight Mile","KFC/FQSR, LLC dba KBP Foods","KFC","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","11/8/2022 10:00:00","Yes","125086","-82.958983","42.449786"
"160833","2110 Park","Women's City Club",,"UUU"," Undetermined","ANNUAL High Rise","11/8/2022 09:52:48","Yes","42329","-83.052815","42.337263"
"160795","711 East Jefferson","SPEEDWAY  #8735","SPEEDWAY","571"," Service Station, Gas Station","ANNUAL Gas Station","11/8/2022 08:50:11","Yes","7040","-83.03687","42.332615"
"160793","9100 Chalmers","MO  & Sons mart  Inc.","76","571"," Service Station, Gas Station","ANNUAL Gas Station","11/8/2022 08:44:50","Yes","350343","-82.964723","42.405698"
"160792","9657 Gratiot","Gratiot Fuel Mart LLC.","Marathon","571"," Service Station, Gas Station","ANNUAL Gas Station","11/8/2022 08:34:59","Yes","350460","-83.005928","42.392799"
"160788","6500 Gratiot","H & M1","Citgo Gas","571"," Service Station, Gas Station","ANNUAL Gas Station","11/8/2022 08:04:50","Yes","337261","-83.021822","42.36726"
"147095","17776 Grand River","SUBWAY RESTAURANT","BP GAS Station","500"," Mercantile, Business - Other","ANNUAL Gas Station","11/8/2022 04:59:40","Yes","147105","-83.217377","42.400842"
"160879","9037 West Vernor","ALAMIR MINI MART LLC","Citgo Gas","571"," Service Station, Gas Station","ANNUAL Gas Station","11/8/2022 02:16:13","Yes","49234","-83.135539","42.307729"
"147326","1460 Michigan","McShanes",,"100"," Assembly - Other","ANNUAL Assembly Occupancy","11/8/2022 02:03:22","Yes","239136","-83.066701","42.33168"
"160881","2163 Michigan","Mercury Burger Bar",,"100"," Assembly - Other","ANNUAL Assembly Occupancy","11/8/2022 02:01:03","Yes","348640","-83.076209","42.331143"
"160880","2138 Michigan","SLOWS BAR-B-QUE","Slows BBQ","100"," Assembly - Other","ANNUAL Assembly Occupancy","11/8/2022 01:56:33","Yes","348632","-83.076029","42.331633"
"147465","1254 Michigan","P.J. LAGER HOUSE",,"100"," Assembly - Other","ANNUAL Assembly Occupancy","10/8/2022 21:05:50","Yes","239000","-83.063276","42.331716"
"160876","2300 Central","Exon Gas Station","VALERO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","10/8/2022 20:34:28","Yes","348663","-83.124248","42.313054"
"160848","1781 South Fort","Brothers Fuel One Stop LLC EXXON GAS STATION","EXXON Gas Station","571"," Service Station, Gas Station","ANNUAL Gas Station","10/8/2022 18:12:41","Yes","348503","-83.154446","42.276326"
"160784","13603 West Chicago","SUBWAY","Citgo Gas Station & Subway","500"," Mercantile, Business - Other","ANNUAL Gas Station","10/8/2022 17:56:29","Yes","222082","-83.178194","42.365492"
"160783","12700 West Chicago","M & Z OIL CO.","MARATHON GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","10/8/2022 17:50:01","Yes","216319","-83.168426","42.366285"
"159575","12930 East Seven Mile","Super Clean Coin Laundry","Super Clean Coin Laundry","564"," Laundry, Dry Cleaning","ANNUAL Business Occupancy","10/8/2022 17:31:15","Yes","221630","-82.991683","42.434446"
"160993","18989 Telegraph","A R Virgin Hair","Amara Renae Collection","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","10/8/2022 17:00:00","Yes","352680","-83.278374","42.427212"
"160756","100 St. Clair","Sindbad's","Sindbads","100"," Assembly - Other","ANNUAL Assembly Occupancy","10/8/2022 16:03:55","Yes","543092","-82.973813","42.357767"
"160992","18993 Telegraph","QOD Boutique","Q.O.D. Boutique","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","10/8/2022 16:00:00","Yes","119755","-83.278383","42.427827"
"160755","267 Jos Campau","They Say","They Say","100"," Assembly - Other","ANNUAL Assembly Occupancy","10/8/2022 15:59:15","Yes",,,
"160104","9100 Gratiot","Covenant House Academy","Gratiot Central Commons","200"," Educational - Other","ANNUAL Residential","10/8/2022 15:57:01","Yes","256819","-83.007843","42.388607"
"160830","6011 Livernois","Valero Gas Station","Valero Gas Station","571"," Service Station, Gas Station","ANNUAL Gas Station","10/8/2022 15:57:00","Yes","222025","-83.130363","42.343916"
"160781","10003 Schoolcraft","SCHOOLCRAFT-WYOMING MINI MART CITGO GAS STATION","CITGO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","10/8/2022 15:45:40","Yes","181759","-83.159549","42.388202"
"154849","2600 Bagley","MEXICAN VILLAGE RESTAURANT","Mexican Village Restaurant","100"," Assembly - Other","ANNUAL Assembly Occupancy","10/8/2022 15:40:18","Yes","241430","-83.078369","42.32552"
"159722","2134 Springwells","SHEILA'S BAKERY","SHEILA'S BAKERY","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","10/8/2022 15:36:54","Yes","35724","-83.12638","42.310764"
"160780","20031 West Warren","EVERGREEN GAS LLC","Speedy Gas Station","571"," Service Station, Gas Station","ANNUAL Gas Station","10/8/2022 13:39:04","Yes","214068","-83.236084","42.342854"
"160827","3810 Gilbert","SS PETER & PAUL ORTHODOX CATHEDRAL (HEADSTART PROGRAM)","ST PETER & PAUL ORTHODOX CATHEDRAL","254"," Day Care, In Commercial Property","ANNUAL Business Occupancy","10/8/2022 12:10:57","Yes","539573","-83.119825","42.328706"
"160779","8820 Wyoming","CAR-CARE GAS AND FOOD","CITGO GAS STATION","UUU"," Undetermined","ANNUAL Gas Station","10/8/2022 12:09:29","Yes","216208","-83.157492","42.359622"
"160758","14061 Lappin","ST. VINCENT AND SARA FISHER CENTER",,"200"," Educational - Other","ANNUAL Educational","10/8/2022 12:07:45","Yes","222330","-82.978834","42.437534"
"135483","1214 Griswold","BAD LUCK LOUNGE","The Albert Capitol Park","100"," Assembly - Other","ANNUAL High Rise","10/8/2022 10:03:54","Yes","8546","-83.048891","42.333108"
"160946","2665 Brush","Brush Bodega","2665 Brush","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","9/8/2022 20:06:37","Yes","398067","-83.050496","42.344191"
"159884","11560 Harper","Travel Inn",,"449"," Hotel/motel, Commercial","ANNUAL Residential","9/8/2022 19:29:35","Yes","226999","-82.988107","42.397271"
"160945","1500 West Fort","AMA PLUS INC / MARATHON GAS","MARATHON GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","9/8/2022 19:24:56","Yes","254247","-83.062058","42.324739"
"147476","1960 East Eight Mile","Foot Locker #07013",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","9/8/2022 16:56:07","Yes","292682","-83.081262","42.446256"
"160718","7645 Livernois","LIVERNOIS FUELS LLC/MARATHON GAS","MARATHON GAS","571"," Service Station, Gas Station","ANNUAL Gas Station","9/8/2022 16:33:58","Yes","222033","-83.135225","42.350807"
"152781","19241 Joy","Soul to Go Kitchen","Soul to Go Kitchen","519"," Food And Beverage Sales, Grocery Store","ANNUAL Business Occupancy","9/8/2022 16:19:33","Yes","538762","-83.229478","42.35733"
"160733","18997 Telegraph","Fone Fixers",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","9/8/2022 16:00:00","Yes","352682","-83.27813","42.427841"
"147468","1940 East Eight Mile","IMPERIAL SUPERMARKET INC",,"519"," Food And Beverage Sales, Grocery Store","ANNUAL Mercantile Occupancy","9/8/2022 15:50:15","Yes","292681","-83.081262","42.446256"
"157894","12601 Southfield","GATEWAY INDUSTRIAL PROPERTIES, LLC - (Complex 1) Building-B,C,D-1,D-3,E,F,F-1","Gateway Industrial Center (Complex 1)","700"," Manufacturing, Processing","ANNUAL Industrial Occupancy","9/8/2022 15:42:42","Yes","113713","-83.218341","42.38166"
"148688","17850 Van Dyke","FUEL POWER DETROIT, LLC","Sphinx gas","571"," Service Station, Gas Station","ANNUAL Gas Station","9/8/2022 15:36:10","Yes","352401","-83.023496","42.425344"
"160735","1830 East Eight Mile","H & H QUICK MART LLC - BP GAS","BP Gas","571"," Service Station, Gas Station","ANNUAL Gas Station","9/8/2022 15:19:41","Yes","278991","-83.083819","42.446723"
"160472","7500 West Davison","GARASH PETROLEUM INC/MARATHON GAS","MARATHON GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","9/8/2022 15:17:06","Yes","83800","-83.145707","42.386634"
"159982","12800 West McNichols","MOBIL GAS STATION","MOBIL GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","9/8/2022 15:09:10","Yes","351040","-83.171583","42.416984"
"160732","19001 Telegraph","Obama Fresh Fish","Obama Fresh Fish","519"," Food And Beverage Sales, Grocery Store","ANNUAL Business Occupancy","9/8/2022 15:00:00","Yes","352686","-83.278137","42.427879"
"146784","1936 East Eight Mile","MOTOWN CONEY","BELMONT SHOPPING CENTER","100"," Assembly - Other","ANNUAL Mercantile Occupancy","9/8/2022 14:45:32","Yes","348545","-83.082497","42.4468"
"154294","95 Monroe","Jimmy  John's","One Campus Martius Parking Structure","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","9/8/2022 14:32:15","Yes",,,
"156612","8451 Harper","Food Exchange","Food Exchange","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","9/8/2022 14:07:05","Yes","225176","-83.016838","42.389988"
"160731","19005 Telegraph","FIRE EQUIPMENT COMPAY","RAYS PIZZA AND CHICKEN","UUU"," Undetermined","ANNUAL Business Occupancy","9/8/2022 14:00:00","Yes","352687","-83.278491","42.427827"
"160730","16371 McNichols","Javox","Javox","557"," Personal Service, Including Barber & Beauty Shops","ANNUAL Business Occupancy","9/8/2022 12:00:00","Yes",,,
"158103","18551 Joy","Big Daddy Liquor","Big Daddy Liquor","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","9/8/2022 11:19:17","Yes","352566","-83.22243","42.357483"
