"number","amount","description","status","supplier","city","state","start_date","end_date","contract_link"
"3053913","503.6","PO for Winter Parka, Size 3xl, Fleeced Lined Hat with Ear Flaps, and Meter Repair Patches			","Open","ENTERPRISE UNIFORM","DETROIT","MI","29/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053913.pdf"
"3053899","339.98","PO for payment of FY22 - Office Chairs - Health Animal Control City of Detroit General Services Department Health - Animal Control 5700 Russell St. Detroit MI 48211 Attn: Lori Sowle","Closed","STAPLES CONTRACT & COMMERCIAL LLC","Chicago","IL","29/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053899.pdf"
"3053867","57260","WC 18-19 GRANT -TO ENCUMBER FUNDS ON CPA 6004041 TO RENOVATE COMSTOCK PARK AS APPROVED BY CC ON 11-23-21 WITH A WAIVER","Open","MICHIGAN RECREATIONAL CONSTRUCTION","BRIGHTON","MI","26/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053867.pdf"
"3053868","51100","WC-18-19 ROUGE PARK ARCHERY RANGE SPO TO ENCUMBER FUNDS ON CPA 6003912 AS APPROVED BY CC ON 11/23/21","Open","WCI Contractors, Inc.","DETROIT","MI","26/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053868.pdf"
"6003970","142412","DSS Contract. Removal and installation of park benches, painting guard rails and power washing the Riverwalk sidewalk.as approved by cc on 5-7-19","Open","PREMIER GROUP ASSOCIATES LC","DETROIT","MI","26/11/2021 00:00:00","25/11/2022 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003970.pdf"
"3053835","1500","payment per Invoice #: 4202310","Closed","AAA SHREDDING DBA SHRED CORP","MADISON HEIGHTS","MI","24/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053835.pdf"
"6004041","57260","WC 18-19 Comstock Park Renovations to provide concrete walkways, playground items and Wayne County Rider sign. ","Open","MICHIGAN RECREATIONAL CONSTRUCTION","BRIGHTON","MI","24/11/2021 00:00:00","23/11/2022 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6004/Agreement_6004041.pdf"
"6004079","172750","To provide a one time service of logjam removal at specified locations.","Open","Inner City Contracting, LLC","Detroit","MI","24/11/2021 00:00:00","23/8/2022 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6004/Agreement_6004079.pdf"
"3053853","10950","1st Year of contract Propane refills in a 1000 gallon tank per attached specifications","Open","Corrigan Oil Co. No. II","Brighton","MI","24/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053853.pdf"
"3053856","23981.31","DACC: MARK KUMPF: 22-2710: Requesting a bridge PO to provide for medical supplies and items pending approval of new contract for veterinary medical supplies.","Open","MIDWEST VETERINARY SUPPLY","Fort Wayne","IN","24/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053856.pdf"
"3053860","28665","Emergency Demolition (Residential) 3611 Charlevoix","Open","DMC CONSULTANTS INC","DETROIT","MI","24/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053860.pdf"
"3053854","16382.5","PO for Tactical Thigh Holsters, Streamlight, and Shipping and handling per Bid #181809","Open","CMP DISTRIBUTORS INC","Lansing","MI","24/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053854.pdf"
"3053858","30","SPO issued for water supplies","Closed","ABSOPURE WATER COMPANY","PLYMOUTH","MI","24/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053858.pdf"
"3053851","8096.85","To provide Animal Control Uniforms and Supplies to the City of Detroit General Service Department ","Open","NYE UNIFORM CO","Walker","MI","24/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053851.pdf"
"3053859","29750","Emergency Demolition (Residential) 9254 Cairney","Open","DMC CONSULTANTS INC","DETROIT","MI","24/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053859.pdf"
"3053850","45.88","Dwsd only 601781 - FILTER, AIR: 2019 FORD ESCAPE CV6Z*9601*A","Closed for Receiving","DEALER AUTO PARTS SALES INC","REDFORD","MI","24/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053850.pdf"
"3053847","236.66","601783 - MODULE, FUEL:  2005-2012 E-150 to E-350 GASOLINE ENGINE  6C2Z*9D372*A","Closed","BOB MAXEY FORD INC","DETROIT","MI","24/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053847.pdf"
"3053857","99","SPO to pay invoice #29448","Closed for Receiving","NATIONAL ASSOCIATION OF PARLIAMENTARIANS","INDEPENDENCE","MO","24/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053857.pdf"
"3053855","24500","Pilot program to salvage overhead wires that are no longer needed and bring revenue to the City of Detroit.","Open","LECOM LLC","Detroit","MI","24/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053855.pdf"
"3053848","1037","PO for items ","Open","GALLS LLC","Lexington","KY","24/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053848.pdf"
"6004049","143650","REQ491140, HRD, CNS HEALTHCARE, CDBG, NOF, PFR, FY 21-22 IMPROVEMENT AT 20303 KELLY ROAD, DETROIT, MICHIGAN, 48225, not limited to Interior /exterior lighting, parking lot upgrades, security cameras etc., T.O.C. 11/23/21 - 2/28/23.","Open","CNS Healthcare","Novi","MI","23/11/2021 00:00:00","28/2/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6004/Agreement_6004049.pdf"
"3053819","2100","DWSD only19982 - BATTERY,  AUTOMOTIVE: MAINTENANCE FREE 12 VOLT, GROUP 65, TOP POST, 850CCA; 65-75","Closed","START ALL ENTERPRISES INC","Southfield","MI","23/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053819.pdf"
"6004056","46000","100% ARPA Funded, to provide Tax Foreclosure Prevention Canvassing ","Open","BRIDGING COMMUNITIES","DETROIT","MI","23/11/2021 00:00:00","22/11/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6004/Agreement_6004056.pdf"
"6004032","1100000","100% ARPA - Intergenerational Poverty To Provide Housing Resource Website Navigation Support.","Open","EXYGY INC","San Francisco","CA","23/11/2021 00:00:00","22/11/2024 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6004/Agreement_6004032.pdf"
"6004031","950000","100% ARPA - Intergenerational Poverty 3 - Media Strategist","Open","THE ALLEN LEWIS AGENCY LLC","Farmington Hills","MI","23/11/2021 00:00:00","22/11/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6004/Agreement_6004031.pdf"
"6004030","950000","100% ARPA - Intergenerational Poverty 3 - To provide Media Strategist support for media buys and promotion of ARPA projects.","Open","MILO DETROIT","Detroit","MI","23/11/2021 00:00:00","22/11/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6004/Agreement_6004030.pdf"
"6004047","240000","REQ#491034, HRD, CDBG/NOF, PFR, LATIN AMERICANS FOR SOCIAL AND ECONOMIC DEVELOPMENT, REPAIRS AND RENOVATIONS AT 7150 W. VERNOR STREET, DETROIT MI 48209, T.O.C. 3/1/21-2/28/23","Open","LATIN AMERICANS FOR SOCIAL AND ECONOMIC DEVELOPMENT","DETROIT","MI","23/11/2021 00:00:00","28/2/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6004/Agreement_6004047.pdf"
"3053833","5193.02","payment in reference to agreement 6000575","Closed for Invoicing","GRAINGER","PALATINE","IL","23/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053833.pdf"
"3053818","479.8","DWSD only 516452 - FENDER, WHEEL: FENDER REAR WHEEL ALUMINUM STERLING; VACTOR #VA46324D","Open","JACK DOHENY COMPANIES INC","Northville","MI","23/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053818.pdf"
"3053821","1783.94","DWSD only 601756 - WHEEL, ASSEMBLY :  ALLOY 2020 FORD ESCAPE  LJ6Z*1007*D","Closed for Receiving","DEALER AUTO PARTS SALES INC","REDFORD","MI","23/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053821.pdf"
"3053822","0","DWSD only 24755 - TIRE, OFF ROAD: 19.5L-24 10 PLY  : GOODYEAR, MICHELIN, FIRESTONE BRAND SPECIFIC","Finally Closed","JEFFERSON CHEVROLET CO",,,"23/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053822.pdf"
"6004055","150000","100% ARPA Funded. Intergenerational Poverty 3. Eviction protection canvassing services.","Open","DETROIT PEOPLES COMMUNITY","Detroit","MI","23/11/2021 00:00:00","22/11/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6004/Agreement_6004055.pdf"
"3053828","18325","5W20 FULLY SYNTHETIC GALLONS  CC APPROVAL 6/25/2019","Open","Lyden Oil Company","Walbridge","Ohio","23/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053828.pdf"
"6004042","132256","REQ#491289, HRD, FY 21-22 PFR Contract agreement for FOCUS HOPE.at 1360 Oakman Blvd., Detroit, MI 48238, Partial re-roof of approximately 9,564 sq. ft. of existing one-ply asphalt roof, Tear off existing 4-ply roofing and insulation.","Open","FOCUS HOPE","DETROIT","MI","23/11/2021 00:00:00","28/2/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6004/Agreement_6004042.pdf"
"3053820","338.56","DWSD only 514776 - BATTERY, AUTOMOTIVE: 12 VOLT, GROUP 78DT, 75 MONTH, SIDE AND TOP POST; 850 CCA (1000 CA)","Open","Detroit Battery Company","Troy","MI","23/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053820.pdf"
"6003961","1850000","DWSD Only - CPA 6003961 for as-needed Maintenance, Repair and Operations (MRO) and Janitorial Supplies.  Pricing through NCPA coop contract #02-62 contract expires 11/30/23. BOWC & FRC approval, all clearances, no exclusions.","Open","MSC INDUSTRIAL SUPPLY CO","LIVONIA","MI","22/11/2021 00:00:00","30/11/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003961.pdf"
"3053814","1381.25","TO PROVIDE INVOICE PAYMENT FOR TIBA REPAIR AND MAINTENANCE SERVICES PROVIDED FOR THE CITY OF DETROIT, MUNICIPAL PARKING DEPARTMENT (REQ 493358)","Closed","TRAFFIC SAFETY CONTROL SYSTEM INC","WIXOM","MI","22/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053814.pdf"
"3053781","9000","SPO issued to provide water line replacement for 8387 Lane","Open","3R Home Improvement","Lincoln Park","Michigan","22/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053781.pdf"
"3053795","9000","SPO issued to provide water line replacement for 7802 Senator","Open","3R Home Improvement","Lincoln Park","Michigan","22/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053795.pdf"
"3053798","9000","SPO issued for water line replacement for 7294 Navy","Open","3R Home Improvement","Lincoln Park","Michigan","22/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053798.pdf"
"3053817","119498.96","Payment of invoices from previously approved DBA contract.","Open","AKT PEERLESS ENVIRONMENTAL SERVICES LLC","Farmington","Michigan","22/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053817.pdf"
"3053802","9000","SPO issued for water line replacement for 8782 Olivet","Open","3R Home Improvement","Lincoln Park","Michigan","22/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053802.pdf"
"3053806","250000","Demolition Tree Removal Services","Open","DETROIT GROUNDS CREW LLC","Detroit","MI","22/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053806.pdf"
"3053808","306.62","DSWD only - 493342 for Engine Mounts and transmission mount.","Closed","DEALER AUTO PARTS SALES INC","REDFORD","MI","22/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053808.pdf"
"3053783","1821","PO for Uniforms in accordance with agreement 6003203","Open","ENTERPRISE UNIFORM","DETROIT","MI","22/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053783.pdf"
"3053784","13239.84","PO for (12) Tactical Medic Bags per sales quote Q126882 ","Open","KIESLER POLICE SUPPLY INC","JEFFERSONVILLE","IN","22/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053784.pdf"
"6003983","358989.25","DWSD Only - Various sizes of Repair Clamps","Open","T & N SERVICES INC","DETROIT","MI","22/11/2021 00:00:00","21/11/2022 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003983.pdf"
"6004005","290104.2","DWSD Only -Various sizes of ductile iron pipe - BPA 6004005","Open","CORE & MAIN LP","ST LOUIS","MO","22/11/2021 00:00:00","21/11/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6004/Agreement_6004005.pdf"
"3053803","1931","Furnish U-Channel supplies per quote","Open","MDSOLUTIONS INC","PLAIN CITY","OH","22/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053803.pdf"
"3053796","115000","Demolition Environmental Support Services","Open","DLZ","Detroit","Michigan","22/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053796.pdf"
"3053812","68850","DWSD only 493319 - Hydrant order","Finally Closed","EJ USA INC","PITTSBURGH","PA","22/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053812.pdf"
"3053778","1468.8","PO for payment of Crystal Clear envelopes. See attached","Open","CRYSTAL CLEAR IMAGES","DETROIT","MI","22/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053778.pdf"
"3053809","5559.76","REQUEST FOR QUOTE 181808 payment per quote attached","Open","MSC INDUSTRIAL SUPPLY CO","LIVONIA","MI","22/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053809.pdf"
"3053782","268.55","PO for uniforms: Safety Vest, Size 2xl, Meter Repair Patches, Work Trousers - R. Drew, Size 54			","Closed for Receiving","ENTERPRISE UNIFORM","DETROIT","MI","22/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053782.pdf"
"3053774","50","FY22 AIRPORT LICENSE FEE STATE OF MICHIGAN","Closed","MICHIGAN DEPARTMENT STATE HIGHWAYS TRANS","LANSING","MI","21/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053774.pdf"
"3053751","1206","Furnish U Channel supplies per quote","Closed","MDSOLUTIONS INC","PLAIN CITY","OH","19/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053751.pdf"
"3053756","7560","TO PROVIDE EMERGENCY FENCE REPAIRS FOR THE CITY OF DETROIT, TRANSPORTATION DEPARTMENT (SHOEMAKER FACILITY) (REQ 493190)","Open","RMD Holdings, Ltd d/b/a Nationwide Construction Group","Richmond","MI","19/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053756.pdf"
"3053752","20175","Furnish Aluminum Street Signs per Bid 181791","Closed for Receiving","Mandel Metals Inc DBA US Standard Sign","Franklin Park","IL","19/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053752.pdf"
"3053765","250","TO PROVIDE INVOICE PAYMENT FOR URGENT REPAIRS/PROGRAMMING SERVICES NEEDED TO PEROPERLY OPERATE CHILLERS/HVAC SYSTEM AT THE CITY OF DETROIT, TRANSPORTATION DEPARTMENT (CENTRAL ADMINISTRATION FACILITY) (REQ 493047)","Closed","FIFE PEARCE ELECTRIC COMPANY","DETROIT","MI","19/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053765.pdf"
"3053764","1756.1","Furnish assembly services per quote 6105","Closed for Invoicing","TOMPKINS PRINTING EQUIPMENT CO","DETROIT","MI","19/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053764.pdf"
"3053754","16422","TO PROVIDE EMERGENCY PURCHASE OF AIR COMPRESSOR REPAIRS FOR THE CITY OF DETROIT, TRANSPORTATION DEPARTMENT (REQ 492182)","Open","INGERSOLL RAND COMPANY","CHARLOTTE","NC","19/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053754.pdf"
"3053732","1413","PO for items for Detroit Police Department ","Open","GALLS LLC","Lexington","KY","18/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053732.pdf"
"3053730","929","PO for Investigative supplies for DPD CATS 	","Open","GALLS LLC","Lexington","KY","18/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053730.pdf"
"3053735","16937.88","TO PROVIDE INVOICE PAYMENT FOR LITIGATION SERVICES PER AGREEMENT 6001621 (REQ 493044)","Closed","FEUER BRUENING PC","Troy","MI","18/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053735.pdf"
"3053736","28.5","DWSD only 22995 - HEADLIGHT, SEALED BEAM: SYLVANIA #6014 INTERNATIONAL TRUCK","Closed","KIRK'S AUTOMOTIVE INC","CHICAGO","IL","18/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053736.pdf"
"3053728","4193.22","Dwsd Only Multiple reqs for large Automotive project","Open","DEALER AUTO PARTS SALES INC","REDFORD","MI","18/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053728.pdf"
"3053743","141855.05","Replacement PO for outstanding change orders from work under DBA/DLBA.","Closed","DORE & ASSOCIATES CONTRACTING INC","BAY CITY","MI","18/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053743.pdf"
"3053733","708","PO for items for the Detroit Police Department. ","Open","GALLS LLC","Lexington","KY","18/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053733.pdf"
"3053738","354","DWSD only 601381 - LAMP, MARKER: IDENTIFICATION BULLET SHAPE PART # 25130491			","Open","A-1 TRUCK PARTS DETROIT","BAY CITY","MI","18/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053738.pdf"
"3053701","1728","payment per AD ORDER #: 0000360442","Open","DETROIT MEDIA PARTNERSHIP LP #1008","DETROIT","MI","17/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053701.pdf"
"3053723","7671.76","Contract 6004105 To pay for water services. See Invoices Attached. FY22: Multiple Units. ABSOPURE. Payment of invoices for drinking water service received since July 2021-Nov 2021. Contact: Sgt. Steven Myles - Resource Mgt.313-596-2084 ","Closed for Receiving","ABSOPURE WATER COMPANY","PLYMOUTH","MI","17/11/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053723.pdf"
