"record_id","street_num","street_dir","street_name","street_type","description","status","date_status","parcel_id","geom"
"BLD2019-06602","13640","","PLYMOUTH","","Establish a Used Motor Vehicle Sales Lot and Minor Motor Vehicle Repair Facility to an existing 1,800 square foot building","CofO Issued","26/5/2021 00:00:00","22006118-9","0101000020E610000097416B6974CB54C0E5BA67DEC62F4540"
"BLD2019-06629","8425","","West McNichols","","NEW CONSTRUCTION (PHASE 2) OF 28,000 SQ.FT. BUILDING ""EARLY CHILDHOOD EDUCATION CENTER"" PER PLANS 
(AKA 8251 W McNichols Rd.)
(PHASE 1 PERMIT #BLD2019-04953 PREVIOUSLY SUBMITTED FOR FOUNDATION AND SITE UTILITIES)","CofO Issued","23/7/2021 00:00:00","16007987.003","0101000020E61000000DBFECC9E5C954C00DCB4A9A17354540"
"BLD2019-06630","4104",,"Avery",,"CONSTRUCTIION OF A TWO-STORY (985S.F.) SINGLE FAMILY DWLY AS PER BZA (#) SEPERATE TRADE PERMITS REQUIRED. PROJECTDOX RES-6615","CofO Issued","8/7/2022 00:00:00","08006976.","0101000020E6100000FE1CE351F1C454C0591468F32A2C4540"
"BLD2019-06646","2463","","Riopelle","St","Change of Occupancy to Office and Interior/Exterior alterations per plans.","CofO Issued","7/4/2021 00:00:00","07002269.001","0101000020E6100000F202E1F676C254C0E8B2FE4A4F2C4540"
"BLD2020-00006","8900","","TIREMAN","","Change of Use, as per documents./CHANGE OF USE FROM RESTAURANT TO SMOKESHOP/RETAIL","CofO Issued","20/5/2020 00:00:00","18004891-2","0101000020E610000073A9A9B003CA54C054DC8D0D0B2D4540"
"BLD2020-00045","7311","","MICHIGAN","","interior alterations, as per  documents.","CofO Issued","11/8/2021 00:00:00","18002354.","0101000020E6100000790664598DC854C0DA1F6B41592A4540"
"BLD2020-00048","600","E","Lafayette","","Change of Use to Bank (Credit Union) in 540 sq ft space per plans.","CofO Issued","2/2/2021 00:00:00","03000100-63","0101000020E61000001A3C5AAE7AC254C0995FBD26CA2A4540"
"BLD2020-00104","19181","","GLENDALE","","INTERIOR ALTERATION PER THE ATTACHED PLANS
Establish a Medical Marihuana Growers Facility in an existing 28, 140 s.f. building per SLU2019-00168. Subject to all federal, state & local executive orders.","CofO Issued","27/7/2021 00:00:00","22008501.","0101000020E6100000E5178993BECE54C0784C95F9CE304540"
"BLD2020-00172","1786","","WILLIS","","Revise (BLD2019-04450) To show change in construction type per Plans.
(Per BSEED 69-18 (Change of Use/Occupancy from Single Family to Multi Family Dwelling, Interior and Exterior Alterations per Plans.)","CofO Issued","24/6/2021 00:00:00","08001200-2","0101000020E6100000EDFADEA919C554C09EFE6D63362C4540"
"BLD2020-00245","20050",,"SPENCER","St","Per SLU2019-00131 Establish Accessory Use of Group Home Day Care in Basement per plans.","CofO Issued","19/8/2022 00:00:00","15005975.","0101000020E610000018877F10B5C154C0F0832E7FC3384540"
"BLD2020-00335","18700","","Fitzpatrick","St","Per BZA 97-17, Change of Use to add Junkyard to Used Auto/Parts Sales per plans.","CofO Issued","14/5/2020 00:00:00","22068081-2","0101000020E610000066F163804CCE54C03DCFE2FE482F4540"
"BLD2020-00399","16841","","Schaefer","Hwy","(AKA 16815 Schaefer - legal address)  Change of use to Office Medical/Retail (Pharmacy).  Interior and Exterior renovations as per plans.","CofO Issued","17/3/2020 00:00:00","22030649-58","0101000020E610000098469F4D85CB54C00BDD69BC21354540"
"BLD2020-00436","1578","S","Franklin","St","Tenant Build-Out to establish Retail in a 1,334 sq ft Tenant space per plans. (1578 Franklin)","CofO Issued","30/12/2021 00:00:00",,
"BLD2020-00477","4501","","St. Aubin","","Revision to BLD2019-02421 per plans.
(Construction of a 74,350 sq ft Manufacturing Facility, associated foundations & site work per plans. NOTE:  THIS WORK IS LOCATED AT 1945 MARSTON)","CofO Issued","24/2/2021 00:00:00",,
"BLD2020-00574","18440","W","WARREN",,"Change of Occupancy to Retail per plans.","CofO Issued","29/8/2022 00:00:00","22000718-20","0101000020E61000005A6190F91FCE54C02B2C30ABF82B4540"
"BLD2020-00630","820","","BALTIMORE","","Revise  BLD2019-04476 to modify code of review from Michigan Building 2015 to Michigan Rehabilitation Code for Existing Building 2015.
(Interior Renovations to Second Floor apartments per plans.)","CofO Issued","15/12/2021 00:00:00","04001379.","0101000020E6100000BF7B4F0704C554C031AFD874E22E4540"
"BLD2020-00690","10133","","MCNICHOLS","Rd","Change of Use to add Hair Salon to an existing Retail Store per plans. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","8/12/2020 00:00:00","16008004.","0101000020E6100000236D9F1562CA54C0287817B755354540"
"BLD2020-00709","3396","","VINEWOOD","","Change of Occupancy/Use to Establishment for the sale of beer or alcoholic liquor for consumption on the premises on 2nd Floor per plans. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","14/12/2021 00:00:00","14008842-3","0101000020E6100000F787FE1747C654C08D0FAAC1B12A4540"
"BLD2020-00871","55","","MT VERNON","","New Construction of Single Family detached house and garage, as per documents.
Subject To All Applicable Federal, State, and Local Executive Orders.","CofO Issued","30/3/2021 00:00:00","01002385.","0101000020E61000008C77D382DBC454C020F73CE628304540"
"BLD2020-00901","1501",,"Washington (A.K.A 313 Park)","Blvd","Historical review required prior to obtaining a permit. Tenant build-out of an 8,484 s.f. unit to establish a standard restaurant w./ accessory outdoor seating area & bar.","CofO Issued","7/3/2022 00:00:00","02000315-7","0101000020E61000008E1927BD4FC354C0C3908EFDE72A4540"
"BLD2020-01022","22630","","CONSTANCE","","Interior alterations, and establish additional USE of ""group home day care"" per submitted scope of work documents -","CofO Issued","20/7/2020 00:00:00","22001990.","0101000020E610000040C712F8D3D054C0B4B3CF904B2D4540"
"BLD2020-01028","2715","","WOODWARD","","Alterations to 2nd Floor Office Tenant space per plans. Office build-out of 2nd floor of a 5-story building","CofO Issued","19/11/2021 00:00:00","02001839-41","0101000020E61000000E0A67928AC354C077ABAF8ACB2B4540"
"BLD2020-01196","13300",,"SYRACUSE",,"Per BZA 67-18, Change of Occupancy to Multi-Family Dwelling (19 Units) per plans. 13291 Mound Legal. Subject To All Applicable Federal, State, and Local Executive Orders.","CofO Issued","19/1/2022 00:00:00","13013223.004","0101000020E61000005DFA2FE2D6C254C0C71039F721354540"
"BLD2020-01199","2111","","EIGHT MILE","","NEW CONSTRUCTION OF 1-STORY BUILDING, PLUS SITE WORK, PER THE SUBMITTED DOCUMENTS.  *Subject To All Applicable Federal, State, and Local Executive Orders.* A.K.A. 20600 WOODWARD AVE.","CofO Issued","3/5/2021 00:00:00","01008224-5","0101000020E610000041CCB16BD4C754C0ED4375F216394540"
"BLD2020-01230","8052","E","EIGHT MILE","","Revision of BLD2019-05907 to show true scope of work performed. (Revise BLD2019-03352 per plans.) (Per BSEED Grant 78-17 & BZA Grant 79-18 Change of Occupancy to MMPCF per plans)","CofO Issued","23/8/2021 00:00:00","17016681.","0101000020E61000009772FACA87C154C012EB7B3854394540"
"BLD2020-01242","8122","","KERCHEVAL","","Tenant build-out of a 430 s.f. unit on the fist floor to establish a carry-out restaurant.","CofO Issued","26/10/2021 00:00:00","17000104-6","0101000020E6100000827DE018DEBF54C01FF8944FF12D4540"
"BLD2020-01306","12934","","EVERGREEN","","Per SLU2019-00184, Establish a Medical Marijuana Provisioning Center Facility (Suite 100) & Medical Marijuana Grow Facility (Suite 200) per plans.
Subject To All Applicable Federal, State, and Local Executive Orders.","CofO Issued","3/5/2021 00:00:00","22095488.004","0101000020E6100000B625225C1BCF54C0C1FFA65B11314540"
"BLD2020-01355","5555","","CONNER","","Change of Use to Medical, Physical Therapy Clinic in 11,975 sq ft space per plans. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","1/6/2021 00:00:00","21002686.","0101000020E6100000A6B5F65FE3BE54C0B980ED3F36324540"
"BLD2020-01411","2929","E","GRAND","Blvd","INTERIOR AND EXTERIOR ALTERATIONS PER THE SUBMITTED DOCCUMENTS, CHANGE OF USE FROM ""STORE/RETAIL"" TO ""RESTURAUNT"" *Subject to all applicable federal, state, and local ""Executive Orders""","CofO Issued","3/12/2021 00:00:00","03001803.","0101000020E6100000A9D30D884AC454C08796331CA42F4540"
"BLD2020-01439","7316","W","McNichols","Rd","Change of Occupancy to Restaurant and exterior & interior alterations per plans. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","25/2/2022 00:00:00","16008274.","0101000020E6100000B47AF90C42C954C0C7159E056C354540"
"BLD2020-01471","4444","","RADNOR","","Interior and Exterior Alterations As Per Provided Construction Documents.
Subject To All Applicable Federal, State, and Local  Executive Orders.","CofO Issued","25/1/2021 00:00:00","21078210-1","0101000020E61000007205C9A99DBA54C0A625E3EF06344540"
"BLD2020-01561","265","","Alfred","","NEW CONSTRUCTION 3-STORY BUILDING W/ BASEMENT *GARDEN LEVEL* INCLUDING ALL RELATED CONSTRUCTON COMPONENETS, AND ANY SITE WORK REQUIRED PER THE SUBMITTED DOCUMENTS. * SUBJECT TO ALL APPLICABLE FEDERAL, STATE, AND LOCAL "" EXECUTIVE ORDERS"" *","CofO Issued","29/10/2021 00:00:00","01000677-9","0101000020E61000006A6C1AFB49C354C09513E136152C4540"
"BLD2020-01564","140","","CLARK","","Modify previous Change of Use Permit to Provisioning Center by adding grow facility; changes to the restroom facilities.","CofO Issued","24/2/2021 00:00:00",,
"BLD2020-01619","4242","W","VERNOR","Hwy","Revision to BLD2019-01692 for Interior alterations for Service Area per plans. (Rear additions and alterations to existing Restaurant per plans). Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","23/3/2022 00:00:00","14000362-4","0101000020E61000004A7B97A912C654C0273CEC1B13294540"
"BLD2020-01643","10335","","FLORA","","Erect enclosed 180 x 160 Salt Transfer building and Site Work per plans. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","9/7/2021 00:00:00","20001661.","0101000020E6100000B620F1BEF9C854C02B75A1B62D254540"
"BLD2020-01644","1512","","BAGLEY","","White box buildout. Tenant Build-Out to establish Retail Occupancy per plans.  Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","28/4/2021 00:00:00",,
"BLD2020-01698","7451","","WOODWARD","","Change of Occupancy to Religious Institution in a portion of an existing building per plans. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","8/3/2021 00:00:00","02001733-4","0101000020E6100000CA33FE38CEC454C0BAF5DB60A12F4540"
"BLD2020-01712","7515",,"ELMHURST",,"Phase II Erection of new 144,716 sq ft 2 story Commercial Trade School & Site Work per plans. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","15/6/2022 00:00:00","16005542-54","0101000020E6100000DB8881F548C954C0B7ACA605F42F4540"
"BLD2020-01790","3364","","MACK","","(AKA 3300 Mack) Revise (BLD2019-01362) to show changes in work scope per plans.
(Construct new 2-Story Multi Family Building per Plans.)
(Subject to all applicable Federal, State and Local Executive Orders.)","CofO Issued","24/11/2020 00:00:00","13001626-37","0101000020E61000005B436F32B3C154C0903554EFF42D4540"
"BLD2020-01793","13741","","8 MILE","","Change of Occupancy to Retail (Tobacco Specialty Retail Store) & alterations per plans. Separate State of Michigan Smoking exemption req. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","28/10/2020 00:00:00","22018597.","0101000020E6100000F47B5EB3B7CB54C02ECA5D57F1384540"
"BLD2020-01810","19705","W","SEVEN MILE","Rd","Modify BSEED #74-16 to expand an existing 1,720 sq. ft. Medical Marihuana Provisioning Center Facility (MMPCF) into an adjacent 1200 sq. ft. building.
(Separate trades permits required)
(Subject to all applicable Federal, State, and Local Executive Orders).","CofO Issued","20/5/2022 00:00:00","22016507-8","0101000020E610000001D466562ACF54C0F730D81CF5364540"
"BLD2020-01832","13300",,"FOLEY",,"Per SLU2019-00159, Change of Occupancy to MMGF and alterations per plans. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","31/1/2022 00:00:00","22006553.002","0101000020E610000063AB00B946CB54C0AD1CAF5F9A304540"
"BLD2020-01860","5851","","JEFFERSON","","Change of Use to Outdoor Storage of Bulk Materials (Aggregate, Salt, Soil, etc.,) per plans. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","21/1/2021 00:00:00","16000007-9","0101000020E6100000E0EAC705F7C554C03FF20FBF84264540"
"BLD2020-01893","11707","","WHITTIER","","Revision to BLD2019-00503 for Site Plan changes per plans. (Change of Occupancy from Retail to Medical Office and exterior and interior alterations as per plans) Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","17/7/2020 00:00:00","21072432-43","0101000020E61000003CD10A5495BD54C069B737A2D0354540"
"BLD2020-01992","23611","","SEVEN MILE","","Revise (BLD2019-00940) to show changes in scope and intended Use per plans.
(Re-Purpose building for Medical Clinic.)(Subject to all applicable federal, State and Local Executive orders.)
(AKA 23601 W Seven Mile Road)","CofO Issued","12/8/2021 00:00:00","22016666-7","0101000020E6100000A9D9747E7CD154C0D181C970DF364540"
"BLD2020-02000","6431","","E. PALMER","","Per BSEED #112-18, Change of Occupancy/Use to Marijuana Grower Facility & alterations in 6,000 sq ft portion of 26,300 sq ft bldg per plans.  Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","15/6/2021 00:00:00","15000578.002L","0101000020E61000008E669073E4C154C0ABE48E3A32304540"
"BLD2020-02055","2715","","Woodward","Ave","Interior Tenant Office Build-out on the 3rd Floor per plans. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","6/5/2021 00:00:00","02001839-41","0101000020E61000000E0A67928AC354C077ABAF8ACB2B4540"
"BLD2020-02105","9818","","GRINNELL","","Revision to BLD2020-01280, Adding CO2 piping per plans.(Per SLU2019-00192, Change of Occupancy to Medical Marihuana Grow Facility & alterations per plans). Subject To All Applicable Federal, State, and Local Executive Orders.","CofO Issued","1/2/2021 00:00:00","19003409-15","0101000020E610000062C9B7D649C054C04790F83457334540"
"BLD2020-02106","18640","","WARREN","","Per BSEED Grant #255-16 & BZA #58-19, Change of Use to Parking Lot (accessory) and alterations per plans. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","20/10/2021 00:00:00","22000696.","0101000020E61000009D4C22AE42CE54C03079F1B4FA2B4540"
"BLD2020-02220","6905",,"MICHIGAN","Ave","Per SLU2019-00190 Add SDD to existing Retail SDM & landscaping improvements for existing parking lot per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.","CofO Issued","28/3/2022 00:00:00","18002325-6","0101000020E61000003C7349114AC854C028E6CA9B5B2A4540"
"BLD2020-02285","6406","","WOODWARD AVE","","Change of Occupancy/Use to Beauty/Nail Salon on 1st floor and basement Tenant Space and alterations per plans. Subject to all Applicable Federal, State, and Local Executive Orders.
(AKA 6402 Woodward Ave.)","CofO Issued","11/8/2021 00:00:00",,
"BLD2020-02338","2120",,"TRUMBULL",,"Tenant Build-Out to establish Restaurant (Gelato/Coffee Shop) in 1,775 sq ft space per plans. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","8/2/2022 00:00:00","-602","0101000020E610000025C234CE49C454C0543B0A29872A4540"
"BLD2020-02472","12650","","STOUT","","Revision to BLD2019-02542 to add underground Electrical per plans. (Parking Lot As Per Plans) Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","15/10/2020 00:00:00","22101093-100","0101000020E6100000C7209F9A63CF54C0801258EB9B304540"
"BLD2020-02694","2601","W","FORT","St","Addition of a Covered Patio, 2nd Floor Deck, and Restroom at an existing Restaurant per plans. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","6/9/2022 00:00:00","10000038.","0101000020E6100000993E38A1C2C454C03ADC9583D0284540"
"BLD2020-02873","11919","","WARREN","","Change of Occupancy to Retail in Unit B per plans. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","9/11/2020 00:00:00","21046421.002","0101000020E610000070027C2C9CBE54C0DBEDA8F4D9314540"
"BLD2020-02883","13113","","Dexter","Ave","Change of Occupancy to Restaurant (Carry-Out) and alterations per plans. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","1/2/2021 00:00:00","14006184.","0101000020E610000091A971C34FC854C03731C951A5314540"
"BLD2020-02893","12651","","STOUT","","Revision to BLD2020-01402 to reflect Electrical changes per plans.(original Permit BLD2019-05656, Per BSEED Grant #123-18, Change of Occupancy to Medical Marihuana Grower Facility per plans). Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","12/10/2020 00:00:00","22101939-46","0101000020E6100000001DB7FB6ECF54C03D5C63B0B0304540"
"BLD2020-03029","4229","","CASS","","A.K.A. 4215 Cass. Change of Occupancy to Retail and alterations per plans. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","5/11/2020 00:00:00","CONDO BUILDING","0101000020E61000008CC3307B1AC454C069ACF3B3E52C4540"
"BLD2020-03088","1000","","WOODWARD","","(A.K.A 1050 WOODWARD) ADDITION OF 12 STORIES TO EXISTING (4) STORY PORTION OF OFFICE BUILDING AS PER CODE AND EPLANS. Revision to BLD2018-05333 for Electrical & Mechanical changes per plans.(A.K.A 1050 WOODWARD) ADDITION OF 12 STORIES TO EXISTING (4) STORY PORTION OF OFFICE BUILDING AS PER CODE AND EPLANS.)Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","24/2/2021 00:00:00","01004106-9","0101000020E6100000C7673F01F6C254C0ACA6B5B7B62A4540"
"BLD2020-03129","19646","","WARREN","","CHANGE OF USE/OCCUPANCY FROM BAR TO APPLIANCE/REPAIR/RETAIL -***SUBJECT TO ALL APPLICABLE FEDERAL, STATE, AND LOCAL ""EXECUTIVE ORDERS""***","CofO Issued","17/6/2021 00:00:00","22000583-4","0101000020E610000035D17358F9CE54C06EBDE51BF52B4540"
"BLD2020-03185","4404",,"OAKMAN",,"Per SLU2018-00165, Change of Occupancy to MMGF & alterations per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.","CofO Issued","7/4/2022 00:00:00","18016335-9","0101000020E61000007B70F0E5BCC954C0A7594B4D772F4540"
"BLD2020-03221","19306","","PIERSON","","Per SLU2019-00206, add Group Day Care Home (12 Children) to existing Single-Family Dwelling/Daycare per plans. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","24/11/2020 00:00:00","22106691.","0101000020E61000007A222A56D1CF54C0A0F7D77B38374540"
"BLD2020-03563","6549",,"WOODWARD","AVENUE","REVISIONS TO BLD2019-00262 TO SHOW TRUE SCOPE OF WORK AND COST 
(Change of Occupancy from Retail to Restaurant and alterations as per plans. Separate Health Department approval and Restaurant Business License required.)

(Subject to all applicable Federal, State and Local Executive Orders.)","CofO Issued","11/5/2022 00:00:00","02001744.001","0101000020E6100000A52AAE1AB2C454C0BBD77DC1522F4540"
"BLD2020-03605","20198","","LIVERNOIS","","Change of Occupancy to Restaurant (Carry-Out) and alterations per plans. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","2/11/2021 00:00:00","02004504-5","0101000020E61000000A0043BF10C954C014E1D0BEB4384540"
"BLD2020-03693","17656","","WESTMORELAND","","Establish a Group Day Care Home (6 to 12 children) in an existing single-family dwelling per plans & SLU2020-00011. 

(Subject to all Applicable Federal, State, and Local Executive Orders.)","CofO Issued","23/11/2020 00:00:00","22093139.","0101000020E6100000E280BA561ACF54C068E0BAC1F7354540"
"BLD2020-03812","2718","","BRUSH","","Revision to BLD2020-01421 per plans. (Revision to BLD2018-10769 for Fire Pump Rm Mechanical changes and Rated Assemblies per plans.)(AKA 440 Alfred Revision to Building Permit #BLD2017-02422 to reflect true cost and scope of project)(Erection of a 6 story Mixed-Use Residential & Commercial/Office Building as per plans) Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","5/3/2021 00:00:00",,
"BLD2020-03886","4004","","PORTER","","Revision to BLD2019-00367 per plans.(Interior Renovation of a existing, exterior restoration of a new parking lot). Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","17/8/2021 00:00:00","14009452-3","0101000020E6100000B511EC7BBFC554C04E63FDA5BA284540"
"BLD2020-03927","1323",,"BROADWAY",,"Change of Occupancy/Use to Establishment for the sale of beer or alcoholic liquor for consumption on the premises & alterations in 1st Floor & Mezzanine only per plans. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","9/3/2022 00:00:00","01004033.","0101000020E61000002B016183F5C254C06AA15765D62A4540"
"BLD2020-04413","1522","","WOODBRIDGE","","Interior alterations per plans.(1500 E. Woodbridge Suite address per plans, Separate Tenant Build-Out Permit required to establish Occupancy). Subject to all Applicable Federal, State, and Local Executive Orders.
(AKA 1583 Franklin)","CofO Issued","12/4/2021 00:00:00",,
"BLD2020-04489","2290",,"JEFFERSON",,"Per SLU2020-00138, Change of Land Use to Parking Lot & alterations per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders. No C of O to be issued without recorded SLU Grant & Lot Combination submitted.","CofO Issued","14/1/2022 00:00:00","09000074-5","0101000020E610000019DBBD8B70C154C03AA2D40C302B4540"
"BLD2020-04543","15103","E","Warren","Ave","CHANGE OF OCCUPANCY/USE FROM BAR/CONSUMPTION TO RETAIL AS PER APPROVED PLANS.","CofO Issued","20/12/2021 00:00:00",,
"BLD2020-04574","12829",,"ARTESIAN",,"Per SLU2021-00035, Change of Occupancy to Marijuana Processor Facility in a 2,717 square foot portion of a 12,000 square foot building per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.","CofO Issued","7/4/2022 00:00:00","22085245.","0101000020E6100000D1B5ABF890CE54C00FA84DDCE8304540"
"BLD2020-04675","10648","","GRATIOT","","Per SLU2020-00036, add SDD/SDM to an existing 3,645 sq ft Retail Tenant space & alterations per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.","CofO Issued","14/12/2020 00:00:00",,
"BLD2020-04689","15125","","HARPER","","Change of Occupancy/Use to Retail (Tobacco Specialty Retail Store) & alterations per plans. Separate State of Michigan Smoking Exemption req. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","3/5/2021 00:00:00","21004433-4","0101000020E61000001786415B4FBD54C0E88DDB2614344540"
"BLD2020-05103","3500","","ORLEANS","","Revision to BLD2018-10767 to reflect Electrical changes per plans. (A.K.A. 1840 Mack - legal address) PHASE I - Construct and erect a new one story, building approx. 100' x 206' as per provided plans and specifications) Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","29/7/2021 00:00:00",,
"BLD2020-05209","12200",,"PETOSKEY",,"Per BZA# 80-18, Change of Occupancy/Use to Studio (Quilting Education) & alterations per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.","CofO Issued","2/6/2022 00:00:00","14004478.","0101000020E6100000C916F3B55CC854C00542D99CD4304540"
"BLD2020-05329","1620",,"Michigan","Ave","Revision to BLD2020-01351 per plans. (Tenant Build-Out in 3,560 sq ft Suite 121 to establish Bank w/ ATM per plans). Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.","CofO Issued","5/5/2022 00:00:00","08000590-1","0101000020E6100000262C430C58C454C01DDC0691752A4540"
"BLD2020-05342","14300",,"JEFFERSON",,"Interior Tenant Office Build-Out in portion of 1st Floor per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.","CofO Issued","1/3/2022 00:00:00","21000352.","0101000020E610000045021A987FBC54C08747A993A02F4540"
"BLD2020-05393","13912","","BRAMELL","","Per SLU2020-00006, add accessory Group Day Care Use to existing Single-Family Dwelling & alterations per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.","CofO Issued","27/1/2021 00:00:00","22117582.002","0101000020E6100000B0A06863EED054C0993E468373314540"
"BLD2020-05507","13815","W","Eight Mile","","Per BSEED Grant# 89-16 & 3rd Circuit Case No. 20-009598AA, Change of Occupancy to MMPCF & alterations per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.","CofO Issued","7/7/2021 00:00:00","22018600.","0101000020E610000067D15D0CC3CB54C019AAA647F3384540"
"BLD2020-05568","4535","E","SEVEN MILE","Rd","Per SLU2019-00095 and BZA# 88-19, Change of Occupancy/Use to Rental Hall & alterations per plans. No C of O without recorded Grants. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.","CofO Issued","12/9/2022 00:00:00","13008511-14","0101000020E6100000811F0ECBB6C354C09D5B63677B374540"
"BLD2020-05597","6402","","WOODWARD","","Tenant Build-Out to establish Office Occupancy in 1,620 sq ft 1st Floor space per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.","CofO Issued","28/12/2021 00:00:00","01004278-0","0101000020E6100000AB971BE797C454C0B389BC3A312F4540"
"BLD2020-05743","19450","","APPOLINE","","Per SLU2020-00104 add Group Day Care Use to Single-Family Dwelling per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.","CofO Issued","1/2/2021 00:00:00","22021303.","0101000020E6100000BBF3C41CFDCA54C0FDE41C6FC4374540"
"BLD2020-05762","12170","","CONANT","","Change of Occupancy/Use to Medical Clinic in a 2,020 sq ft Tenant Space & inspection of interior work done without a Permit per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.","CofO Issued","11/5/2021 00:00:00","13024926.","0101000020E6100000FDB4E8889AC354C01C1C611B4A344540"
"BLD2020-05898","151","W","FORT","","Change of Occupancy/Use to Rental Hall on 1st Floor only per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.","CofO Issued","6/4/2021 00:00:00","02000167.","0101000020E61000000C5F3B8814C354C0EE370088352A4540"
"BLD2020-05952","220",,"CONGRESS",,"Interior Build-Out of Restaurant in 2,100 sq ft Ground Floor space per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.","CofO Issued","13/1/2022 00:00:00","02000162.","0101000020E610000091E308C61DC354C0A741CF2E252A4540"
"BLD2021-00024","1620",,"Michigan",,"Tenant Build-Out to establish Beauty Shop in Suite 124 per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.","CofO Issued","5/5/2022 00:00:00","08000590-1","0101000020E6100000262C430C58C454C01DDC0691752A4540"
"BLD2021-00061","3310","E","DAVISON","Ave","Change of Occupancy/Use to Child Care Center & exterior & interior alterations per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.","CofO Issued","24/8/2022 00:00:00","09006376.","0101000020E6100000BF4A8E2D1EC454C08B892BEF06354540"
"BLD2021-00145","1545","","CLAY","","Add additional Occupancy/Use of Commercial Trade School (Truck Driving) to existing Storage in 1,715 sq ft space only per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.","CofO Issued","25/5/2021 00:00:00","07001595-6","0101000020E6100000CEB1414AEAC354C0C6A4EC2E9D304540"
"BLD2021-00179","1851","W","Grand Blvd","","Per SLU2020-00107, Change of Occupancy/Use to Residential Substance Abuse Service Facility & alterations/Fire Alarm per plans. Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.","CofO Issued","28/9/2021 00:00:00","14008103.","0101000020E6100000C41A291921C754C07994AA392D2D4540"
"BLD2021-00182","12931","","WESTWOOD","","Revision to BLD2019-06149 per plans. (Per SLU2019-00092, Change of Occupancy to MMGF & MMPF per plans.) Subject to Field Approval, Grant Conditions, and all Applicable Federal, State, and Local Executive Orders.","CofO Issued","21/7/2021 00:00:00","22008550.001","0101000020E61000008212CBC1DFCE54C0B230055517314540"
"BLD2021-00236","13200","","JEFFERSON","","AKA 13210 E. Jefferson. Change of Occupancy/Use to Medical Office & alterations per plans. Subject to Field Approval and all Applicable Federal, State, and Local Executive Orders.","CofO Issued","23/12/2021 00:00:00","21000367-73","0101000020E610000080334A2CD8BC54C01EC55FD3642F4540"
