"inspectionid","inspectiondate","inspection_type","establishmentid","name","violation","violation_description","violation_type","item1","item2","item3","problem1","problem2","problem3","inspectarea","location1","location2","corrected","days_to_correct","date_corrected","correction_description","critical"
"59706","6/2/2022","Routine Inspection","4289","Old Redford Academy Middle School","4-602.11","(A) Equipment FOOD-CONTACT SURFACES and UTENSILS shall be cleaned:     
  (1) Except as specified in ¶ (B) of this section, before each use with a different   type of raw animal FOOD such as beef, FISH, lamb, pork, or POULTRY; (P)   
  (2) Each time there is a change from working with raw FOODS to working with   READY-TO-EAT FOODS; (P)   
  (3) Between uses with raw fruits and vegetables and with POTENTIALLY   HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD);   (P)   
  (4) Before using or storing a FOOD TEMPERATURE MEASURING   DEVICE; (P) and   
  (5) At any time during the operation when contamination may have occurred. (P)
(B) Subparagraph (A)(1) of this section does not apply if the FOOD-CONTACT SURFACE or UTENSIL is in contact with a succession of different raw animal FOODS each requiring a higher cooking temperature as specified under § 3-401.11 than the previous FOOD, such as preparing raw FISH followed by cutting raw poultry on the same cutting board.   
(C) Except as specified in ¶ (D) of this section, if used with POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD), EQUIPMENT FOOD-CONTACT SURFACES and UTENSILS shall be cleaned throughout the day at least every 4 hours. (P)   
(D) Except when dry cleaning methods are used as specified under § 4-603.11, surfaces of UTENSILS and EQUIPMENT contacting FOOD that is not POTENTIALLY HAZARDOUS (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD) shall be cleaned:     
  (1)   At any time when contamination may have occurred;
  (2)   At least every 24 hours for iced tea dispensers and CONSUMER self-service UTENSILS such as tongs, scoops, or ladles;
  (3) Before restocking CONSUMER self-service EQUIPMENT and UTENSILS such as condiment dispensers and display containers; and
  (4) In EQUIPMENT such as ice bins and BEVERAGE dispensing nozzles and   enclosed components of EQUIPMENT such as ice makers, cooking oil storage   tanks and distribution lines, BEVERAGE and syrup dispensing lines or tubes,   coffee bean grinders, and water vending EQUIPMENT:
     (a) At a frequency specified by the manufacturer, or
     (b) Absent manufacturer specifications, at a frequency necessary to preclude      accumulation of soil or mold.","Core","Food-contact surface(s) used for nonpotentially hazardous food(s)",,,"Not cleaned",,,"ICE MACHINE",,,"False","10",,,"False"
"59702","6/9/2022","Routine Inspection","51623286","Cosmos Coney Island ","6-501.12","(A) PHYSICAL FACILITIES shall be cleaned as often as necessary to keep them clean.
(B) Except spill cleanup, cleaning shall be done during periods when the least amount of FOOD is exposed such as after closing. ","Core","Physical facilities/structures",,,"Soiled",,,"PHYSICAL FACILITIES",,,"False","30",,,"False"
"59702","6/9/2022","Routine Inspection","51623286","Cosmos Coney Island ","7-102.11","Working containers used for storing POISONOUS OR TOXIC MATERIALS such as cleaners and SANITIZERS taken from bulk supplies shall be clearly and individually identified with the common name of the material. (Pf)
","Foundation","Working containers-toxics","degreaser",,"Not labeled as to content",,,"KITCHEN",,,"False","10",,,"True"
"59702","6/9/2022","Routine Inspection","51623286","Cosmos Coney Island ","5-205.11","(A) A HANDWASHING SINK shall be maintained so that it is accessible at all times for EMPLOYEE use and used for no other purpose. (Pf)
(B)  An automatic handwashing facility shall be used in accordance with manufacturer's instructions. (Pf)
","Foundation","Handwashing sink(s)",,,"Not easily accessible","Items stored","In front of","HANDSINK(S)",,,"False","10",,,"True"
"59702","6/9/2022","Routine Inspection","51623286","Cosmos Coney Island ","4-602.13","NonFOOD-CONTACT SURFACES of EQUIPMENT shall be cleaned at a frequency necessary to preclude accumulation of soil residues.
","Core","Nonfood contact surface(s)",,,"Soiled",,,"KITCHEN",,,"False","30",,,"False"
"59702","6/9/2022","Routine Inspection","51623286","Cosmos Coney Island ","3-304.12","During pauses in FOOD preparation or dispensing, UTENSILS shall be stored:
(A) In the FOOD with their handles above the top of the FOOD and the container;
(B) In FOOD that is not POTENTIALLY HAZARDOUS with their handles above the      top of the FOOD within containers or EQUIPMENT that can be closed, such as      bins of sugar, flour, or cinnamon;
(C) On a clean portion of the FOOD preparation table or cooking EQUIPMENT
(D)  In running water, such as dipper well.
(E)  In a clean, protected location if the UTENSILS, such as ice scoops, are   used only with a FOOD that is not POTENTIALLY HAZARDOUS; or
(F)  In a container of water maintained at a temperature of at least 135° F.
","Core","Dispensing utensil(s)",,,"Improperly stored","With handle in product",,"ICE BIN",,,"False","30",,,"False"
"59701","6/10/2022","Routine Inspection","4271","Sweetwater Express","6-301.11","Each HANDWASHING SINK or group of 2 adjacent HANDWASHING SINKS shall be provided with a supply of hand cleaning liquid, powder, or bar soap. (Pf)
","Foundation","Soap","at handsink","front","Not provided","At hand sink",,"HANDSINK(S)",,,"True","10","6/10/2022",,"True"
"59701","6/10/2022","Routine Inspection","4271","Sweetwater Express","4-602.13","NonFOOD-CONTACT SURFACES of EQUIPMENT shall be cleaned at a frequency necessary to preclude accumulation of soil residues.
","Core","Nonfood contact surface(s)",,,"Soiled",,,"KITCHEN",,,"False","30",,,"False"
"59701","6/10/2022","Routine Inspection","4271","Sweetwater Express","6-501.12","(A) PHYSICAL FACILITIES shall be cleaned as often as necessary to keep them clean.
(B) Except spill cleanup, cleaning shall be done during periods when the least amount of FOOD is exposed such as after closing. ","Core","Physical facilities/structures",,,"Soiled",,,"PHYSICAL FACILITIES",,,"False","30",,"Clean.","False"
"59694","6/7/2022","Routine Inspection","5424","China House ","5-205.11","(A) A HANDWASHING SINK shall be maintained so that it is accessible at all times for EMPLOYEE use and used for no other purpose. (Pf)
(B)  An automatic handwashing facility shall be used in accordance with manufacturer's instructions. (Pf)
","Foundation","Handwashing sink(s)",,,"Not easily accessible","Items stored","In","HANDSINK(S)",,,"True","10","6/7/2022","Remove items from handsink.  Do not store items at handsink.","True"
"59694","6/7/2022","Routine Inspection","5424","China House ","3-305.11","FOOD shall be protected from contamination by storing the FOOD:
(1)     In a clean, dry location;
(2)     Where it is not exposed to splash, dust, or other contamination; and
(3)     At least 15 cm (6 inches) above the floor, unless otherwise approved.
","Core","Food item(s) in storage",,,"Stored on floor or less than 6 inches above floor",,,"WALK-IN COOLER",,,"False","30",,"Store at least 6 inches above the floor.","False"
"59693","6/10/2022","Routine Inspection","4435","Spud Headz","3-501.16","Except during preparation, cooking, or cooling, or when time is used as the public health control POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD) shall be maintained:
(A)  135ºF or above, except that roasts properly cooked and cooled may be held              at a temperature of 130ºF; or (P)
(B)   At 41ºF or less (P)
","Priority","Hot food item(s)",,,"Stored below 135 degrees F",,,"STEAM TABLE",,,"True","10","6/10/2022",,"True"
"59693","6/10/2022","Routine Inspection","4435","Spud Headz","6-501.111","The presence of insects, rodents, and other pests shall be controlled to minimize their presence on the PREMISES.  by:
(A) Routinely inspecting incoming shipments of FOOD and supplies; 
(B) Routinely inspecting the PREMISES for evidence of pests;
(C) Using methods, if pests are found, such as trapping devices or other means of pest control as specified.(Pf) 
(D) Eliminating harborage conditions. 
","Core","Pest(s)","flies",,"Present in facility","Without use of trapping devices",,"KITCHEN",,,"False","10",,,"False"
"59692","6/14/2022","Routine Inspection","51622856","T.A. Krispy Chicken","7-102.11","Working containers used for storing POISONOUS OR TOXIC MATERIALS such as cleaners and SANITIZERS taken from bulk supplies shall be clearly and individually identified with the common name of the material. (Pf)
","Foundation","Working containers-toxics",,,"Not labeled as to content",,,"KITCHEN",,,"True","10","6/14/2022",,"True"
"59690","6/20/2022","Routine Inspection","4882","Nicky D's Coney Island","4-602.11","(A) Equipment FOOD-CONTACT SURFACES and UTENSILS shall be cleaned:     
  (1) Except as specified in ¶ (B) of this section, before each use with a different   type of raw animal FOOD such as beef, FISH, lamb, pork, or POULTRY; (P)   
  (2) Each time there is a change from working with raw FOODS to working with   READY-TO-EAT FOODS; (P)   
  (3) Between uses with raw fruits and vegetables and with POTENTIALLY   HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD);   (P)   
  (4) Before using or storing a FOOD TEMPERATURE MEASURING   DEVICE; (P) and   
  (5) At any time during the operation when contamination may have occurred. (P)
(B) Subparagraph (A)(1) of this section does not apply if the FOOD-CONTACT SURFACE or UTENSIL is in contact with a succession of different raw animal FOODS each requiring a higher cooking temperature as specified under § 3-401.11 than the previous FOOD, such as preparing raw FISH followed by cutting raw poultry on the same cutting board.   
(C) Except as specified in ¶ (D) of this section, if used with POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD), EQUIPMENT FOOD-CONTACT SURFACES and UTENSILS shall be cleaned throughout the day at least every 4 hours. (P)   
(D) Except when dry cleaning methods are used as specified under § 4-603.11, surfaces of UTENSILS and EQUIPMENT contacting FOOD that is not POTENTIALLY HAZARDOUS (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD) shall be cleaned:     
  (1)   At any time when contamination may have occurred;
  (2)   At least every 24 hours for iced tea dispensers and CONSUMER self-service UTENSILS such as tongs, scoops, or ladles;
  (3) Before restocking CONSUMER self-service EQUIPMENT and UTENSILS such as condiment dispensers and display containers; and
  (4) In EQUIPMENT such as ice bins and BEVERAGE dispensing nozzles and   enclosed components of EQUIPMENT such as ice makers, cooking oil storage   tanks and distribution lines, BEVERAGE and syrup dispensing lines or tubes,   coffee bean grinders, and water vending EQUIPMENT:
     (a) At a frequency specified by the manufacturer, or
     (b) Absent manufacturer specifications, at a frequency necessary to preclude      accumulation of soil or mold.","Priority","Food-contact surface(s) and utensil(s)",,,"Not cleaned",,,"SLICER",,,"True","10","7/20/2022","Clean","True"
"59690","6/20/2022","Routine Inspection","4882","Nicky D's Coney Island","3-301.11","(A) To prevent food contamination FOOD EMPLOYEES shall properly wash their      hands.
(B) FOOD EMPLOYEES may not contact exposed, READY-TO-EAT FOOD with      their bare hands and shall use suitable UTENSILS such as deli tissue,       spatulas, tongs, single-use gloves, or dispensing EQUIPMENT. (P)
(C) FOOD EMPLOYEES shall minimize bare hand and arm contact with exposed     FOOD that is not in a READY-TO-EAT form. (Pf)

","Priority","Ready-to-eat food(s)",,,"Handled with bare hands",,,"EMPLOYEE(S)",,,"True","10","6/20/2022",,"True"
"59690","6/20/2022","Routine Inspection","4882","Nicky D's Coney Island","6-501.12","(A) PHYSICAL FACILITIES shall be cleaned as often as necessary to keep them clean.
(B) Except spill cleanup, cleaning shall be done during periods when the least amount of FOOD is exposed such as after closing. ","Core","Physical facilities/structures","floors",,"Soiled",,,"PHYSICAL FACILITIES",,,"False","30",,"Clean.","False"
"59690","6/20/2022","Routine Inspection","4882","Nicky D's Coney Island","6-301.12","Each HANDWASHING SINK or group of adjacent HANDWASHING SINKS shall be provided with:
(A) Individual, disposable towels; (Pf)
(B) A continuous towel system that supplies the user with a clean towel;(Pf) or 
(C) A heated-air hand drying device.(Pf)
(D) A hand drying device that employs an air-knife system that delivers high velocity pressurized air at ambient temperatures.(Pf)
","Foundation","Sanitary hand drying provisions",,,"Not provided","At hand sink",,"HANDSINK(S)",,,"True","10","7/20/2022",,"True"
"59690","6/20/2022","Routine Inspection","4882","Nicky D's Coney Island","3-305.11","FOOD shall be protected from contamination by storing the FOOD:
(1)     In a clean, dry location;
(2)     Where it is not exposed to splash, dust, or other contamination; and
(3)     At least 15 cm (6 inches) above the floor, unless otherwise approved.
","Core","Food item(s) in storage",,,"Exposed to dust, splash, or other contaminates","Not covered",,"WALK-IN COOLER",,,"False","30",,,"False"
"59687","6/23/2022","Routine Inspection","51623116","AM Krispy Krunchy Chicken","6-301.11","Each HANDWASHING SINK or group of 2 adjacent HANDWASHING SINKS shall be provided with a supply of hand cleaning liquid, powder, or bar soap. (Pf)
","Foundation","Soap","at handsink",,"Not provided","At hand sink",,"HANDSINK(S)",,,"True","10","6/23/2022",,"True"
"59687","6/23/2022","Routine Inspection","51623116","AM Krispy Krunchy Chicken","4-204.112","(A)  In a mechanically refrigerated or hot FOOD storage unit, the sensor of a TEMPERATURE MEASURING DEVICE shall be located to measure the air temperature in the warmest part of a mechanically refrigerated unit and in the coolest part of a hot FOOD storage unit.
(B)  Cold or hot holding EQUIPMENT used for POTENTIALLY HAZARDOUS FOOD shall be designed to include and shall be equipped with at least one integral or permanently affixed TEMPERATURE MEASURING DEVICE that is located to allow easy viewing of the device's temperature display (EXCEPT, heat lamps, cold plates, steam tables, or other equipment where it is not practical).
(C)  TEMPERATURE MEASURING DEVICES shall be designed to be easily readable.
(D)  FOOD TEMPERATURE MEASURING DEVICES and water TEMPERATURE MEASURING DEVICES on WAREWASHING machines shall have a numerical scale, printed record, or digital readout in increments no greater than 1C or 2F in the intended range of use. (Pf)

","Core","Thermometer(s)","refrigeration",,"Not provided",,,"COOLER",,,"False","10",,,"False"
